0.15172,83.111,0.98196,0.086059
0.5273,82.861,-1.6366,0.086692
0.72063,82.712,1.3093,0.086741
0.91025,83.161,-0.32732,0.086887
1.1021,82.811,2.6186,0.086887
1.2942,83.011,-1.6366,0.086205
1.4847,83.011,0,0.086302
1.6778,83.161,-0.32732,0.086546
1.8699,83.161,-0.98196,0.086595
2.0598,83.061,-1.3093,0.085815
2.2529,83.211,1.6366,0.086644
2.4542,82.911,0.65464,0.085035
2.6368,82.961,0.98196,0.086692
2.8299,83.211,0.98196,0.086546
3.0197,83.31,0.32732,0.086449
3.2106,83.161,0,0.086546
3.4026,83.36,1.3093,0.086351
3.595,83.211,-2.2912,0.085815
3.7859,83.061,0,0.085035
3.9778,82.961,-0.65464,0.086741
4.1763,83.161,0.98196,0.086351
4.3607,83.161,-1.6366,0.085132
4.5528,83.011,2.6186,0.086546
4.7447,83.161,-0.98196,0.086254
4.9394,83.161,0.32732,0.084645
5.1278,83.011,0.32732,0.084596
5.3197,83.011,0.65464,0.084645
5.5108,82.911,-1.3093,0.086205
5.7027,83.36,0.98196,0.085815
5.8947,83.061,-0.98196,0.086254
6.0979,83.261,2.9459,0.086839
6.2778,83.36,2.2912,0.087326
6.4698,83.011,-1.6366,0.085181
6.661,83.261,0.32732,0.083279
6.857,82.961,0,0.084986
7.0446,83.111,-0.32732,0.083767
7.2362,82.911,0.32732,0.085132
7.4281,83.261,0.65464,0.086254
7.6201,83.161,-1.3093,0.086059
7.8109,83.061,-0.98196,0.086059
8.0044,83.161,0.65464,0.08601
8.1954,83.41,-1.3093,0.084645
8.3857,83.211,0.65464,0.085278
8.5779,83.061,2.2912,0.086546
8.7703,83.211,-1.6366,0.085522
8.9609,83.111,0.32732,0.085083
9.1529,83.061,1.3093,0.084742
9.3476,83.161,-1.6367,0.084986
9.5358,83.111,0,0.085522
9.7281,83.111,1.3093,0.084401
9.92,82.911,-1.6366,0.087034
10.111,83.31,0.65464,0.084547
10.304,83.211,0.65464,0.084937
10.498,83.31,-0.65464,0.085522
10.687,83.061,-0.32732,0.083572
10.887,83.161,0.32732,0.085961
11.07,83.011,0.65464,0.08523
11.261,83.161,0.98196,0.086107
11.453,82.861,0.98196,0.084547
11.652,83.261,-0.98196,0.086449
11.836,83.011,1.9639,0.085815
12.028,83.261,-0.65464,0.084791
12.22,82.911,0,0.086205
12.411,82.961,0,0.086205
12.604,83.36,-0.65464,0.085327
12.795,83.011,0.98196,0.085327
12.986,83.211,-1.9639,0.08601
13.178,83.31,1.3093,0.085815
13.39,83.161,0.65464,0.085083
13.561,83.111,-0.98196,0.084937
13.754,83.261,0.98196,0.083426
13.946,83.011,-1.6366,0.085181
14.136,83.211,1.6366,0.085864
14.328,83.111,-0.32732,0.086302
14.52,83.211,-1.6366,0.086205
14.711,83.011,0.98196,0.085571
14.903,83.011,-0.32732,0.085717
15.095,82.911,-0.98196,0.085181
15.286,83.061,0.98196,0.084547
15.478,83.161,-0.65464,0.08601
15.67,83.011,0.32732,0.08601
